ID;"Product name";"Product price";"Product retailer price";PZN;"Product description";"Product short-name";"Product category";"Product stock level";"Product discounted price";"Discount in %";"Discount absolute";"Adwords keywords";"Link to Product image";"Link to Product";Tags;"Active/Not Active"
AT-P3069311-120ST;"Isla Cassis Pastillen zuckerfrei  - AUFGELASSEN";"10.99 EUR";"14.40 EUR";3069311;;"Isla Cassis Pastillen zuckerfrei  - AUFGELASSEN";"Erkältung & Abwehr > Isla";0;"10.99 EUR";31%;"3.41 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3069311-120ST-17412740.jpg;https://www.vamida.de/isla-cassis-pastillen-zuckerfrei-120st-aufgelassen.html;onSale;"Not Active"
AT-P3061338-60ST;"Isla Cassis Pastillen zuckerfrei 60ST";"6.61 EUR";"8.99 EUR";3061338;"Für Hals + Rachen - Fruchtig im Geschmack";"Isla Cassis";"Erkältung & Abwehr > Isla > Erkältung";0;"6.61 EUR";36%;"2.38 EUR";"Isla Cassis";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3061338-60ST-17412468.jpg;https://www.vamida.de/isla-cassis-pastillen-zuckerfrei-60st.html;onSale;Active
AT-P3817167-100G;"doc Arnika Salbe";"12.54 EUR";"12.15 EUR";3817167;"Natürliche Helfer bei Prellungen & Co";"doc Arnika Salbe";"Rücken, Gelenke & Muskeln > Sport & Fitness > homöopathische Mittel > Hausmittel > Schmerzmittel";3;"12.54 EUR";0%;"0.00 EUR";"doc Arnika Salbe";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3817167-100G-17168022.jpg;https://www.vamida.de/doc-arnika-salbe.html;onSale;Active
AT-P3378319-100ST;"Centrum von A-Zink Generation 50+ 100ST";"34.60 EUR";"41.95 EUR";3378319;"Denn das Leben fängt erst mit 50 so richtig an";"Centrum von A-Zink";"Nahrungsergänzung & Vitalität > Centrum > Pfizer > leistungssteigernde Mittel > Nahrungsergänzungsmittel";5;"34.60 EUR";21%;"7.35 EUR";"Centrum von A-Zink";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3378319-100ST-18203736.jpg;https://www.vamida.de/centrum-von-a-zink-generation-50-100st.html;onSale;Active
AT-P3438263-60ST;"Centrum Cardio - AUFGELASSEN";"21.25 EUR";"27.60 EUR";3438263;;"Centrum Cardio - AUFGELASSEN";"Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Centrum > Pfizer";0;"21.25 EUR";30%;"6.35 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3438263-60ST-18203693.jpg;https://www.vamida.de/centrum-cardio-60st.html;onSale;"Not Active"
AT-P3287717-60ST;"Ökopharm CarboSlim Night Kapseln";"17.14 EUR";"19.90 EUR";3287717;"Schlank im Schlaf mit der UltraBalance Formel";"CarboSlim Night";"Abnehmen & Diät > Ökopharm > Abnehmen > Nahrungsergänzungsmittel";4;"17.14 EUR";16%;"2.76 EUR";"CarboSlim Night";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3287717-60ST-17635938.jpg;https://www.vamida.de/carboslim-night-kapseln-60st.html;onSale;Active
AT-P2998882-120ST;"Ökopharm CarboSlim Day Kapseln 120ST";"29.74 EUR";"34.50 EUR";2998882;"Hungergefühl und Gewicht auf natürliche Weise kontrollieren";"CarboSlim Day";"Abnehmen & Diät > Ökopharm > Abnehmen > Nahrungsergänzungsmittel";3;"29.74 EUR";16%;"4.76 EUR";"CarboSlim Day";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2998882-120ST-17635933.jpg;https://www.vamida.de/carboslim-day-kapseln-120st.html;onSale;Active
AT-P2059641-250ML;"Canesten Hygiene Wäschespüler";"6.85 EUR";"8.70 EUR";2059641;"Hygienische Wäsche zur Therapie einer Pilzinfektion";Canesten;"Haut, Haare & Nägel > Canesten > Bayer > Für den Haushalt > Haut Haare & Nägel > für den Haushalt";1;"6.85 EUR";27%;"1.85 EUR";Canesten;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2059641-250ML-17093094.jpg;https://www.vamida.de/canesten-hygiene-waschespuler.html;onSale;Active
AT-P2462348-20G;"Canesten Bifonazol - Creme";"7.40 EUR";"10.20 EUR";2462348;"Schnelle und wirksame Hilfe bei Haut-, Fuß- und Nagelpilz";Canesten;"Haut, Haare & Nägel > Canesten > Bayer > Körperpflege > Haut Haare & Nägel";7;"7.40 EUR";38%;"2.80 EUR";Canesten;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2462348-20G-17092941.jpg;https://www.vamida.de/canesten-bifonazol-creme.html;onSale;Active
AT-P2442771-1ST;"Canesten 3 Tage Kombi-Therapie";"6.97 EUR";"11.30 EUR";2442771;"Behandlung von Pilzinfektionen in der Partnerschaft";Canesten;"Für Sie & Ihn > Canesten > Bayer > Frauengesundheit > Haut Haare & Nägel";4;"6.97 EUR";62%;"4.33 EUR";Canesten;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2442771-1ST-16996624.jpg;https://www.vamida.de/canesten-3-tage-kombi-therapie.html;onSale;Active
AT-P2627542-30ST;"Dr. Böhm Zink plus";"13.14 EUR";"14.80 EUR";2627542;"Zink - wichtige Versorgung bei erhöhter Belastung";"Dr. Böhm";"Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica > Haut Haare & Nägel > Nahrungsergänzungsmittel";3;"13.14 EUR";13%;"1.66 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2627542-30ST-16995935.jpg;https://www.vamida.de/dr-bohm-zink-plus.html;onSale;Active
AT-P3595784-30ST;"Dr. Böhm Wilder Grünhafer - AUFGELASSEN";"11.49 EUR";"13.80 EUR";3595784;;"Dr. Böhm Wilder Grünhafer - AUFGELASSEN";"Herz, Kreislauf & Gefäße > Dr. Böhm > Apomedica";0;"11.49 EUR";20%;"2.31 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3595784-30ST-16995899.jpg;https://www.vamida.de/dr-bohm-wilder-grunhafer-30st.html;onSale;"Not Active"
AT-P2866235-60ST;"Dr. Böhm SonnenCarotin";"13.13 EUR";"15.80 EUR";2866235;"Für eine natürliche Bräunung und zum Schutz der Haut";"Dr. Böhm";"Haut, Haare & Nägel > Reiseapotheke > Dr. Böhm > Frisch durch den Sommer > Apomedica > Sonnenschutzmittel > Körperpflege > Haut Haare & Nägel";4;"13.13 EUR";20%;"2.67 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/z/pzn_3903412_sonnencarotin.jpg;https://www.vamida.de/dr-bohm-sonnencarotin.html;onSale;Active
AT-P1662157-60ST;"Dr. Böhm Selen plus - PACKUNGSGROESSE AUFGELASSEN";"15.30 EUR";"18.00 EUR";1662157;;"Dr. Böhm Selen plus - PACKUNGSGROESSE AUFGELASSEN";"Erkältung & Abwehr > Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica";0;"15.30 EUR";18%;"2.70 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/d/r/dr-_b_hm_selen_plus_dragees.jpg;https://www.vamida.de/dr-bohm-selen-plus-packungsgrosse-vorlaufig-nicht-lieferbar.html;onSale;"Not Active"
AT-P2979695-30ST;"Dr. Böhm Resveratrol Anti Aging";"15.35 EUR";"16.80 EUR";2979695;"Der Jungbrunnen für Körper, Geist und Gefäße";"Dr. Böhm";"Nahrungsergänzung & Vitalität > Die Frau in den Wechseljahren > Dr. Böhm > Apomedica > Körperpflege > leistungssteigernde Mittel > Nahrungsergänzungsmittel";2;"15.35 EUR";9%;"1.45 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2979695-30ST-16995611.jpg;https://www.vamida.de/dr-bohm-resveratrol-anti-aging.html;onSale;Active
AT-P2682765-60ST;"Dr. Böhm Magnesium Sport Tabletten";"10.81 EUR";"13.90 EUR";2682765;"Magnesium- und Kaliumversorgung für aktive Sportler";"Dr. Böhm";"Nahrungsergänzung & Vitalität > Dr. Böhm > Sport & Fitness > Apomedica > Nahrungsergänzungsmittel";12;"10.81 EUR";29%;"3.09 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/m/a/magsporttab_60stk_at_4c.jpg;https://www.vamida.de/dr-bohm-magnesium-sport-tabletten.html;onSale;Active
AT-P2576069-180ST;"Dr. Böhm Magnesium plus 180ST - AUFGELASSEN ";"34.61 EUR";"37.80 EUR";2576069;"Für Herz, Muskel, Nerven und einen gesunden Kreislauf";"Dr. Böhm";"Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica > Herz-Kreislauf > Nahrungsergänzungsmittel";0;"34.61 EUR";9%;"3.19 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2576069-180ST-16995029.jpg;https://www.vamida.de/dr-bohm-magnesium-plus-180st.html;onSale;"Not Active"
AT-P3743150-28ST;"Dr. Böhm Magnesium complex";"9.78 EUR";"13.90 EUR";3743150;"Bei nächtlichen Wadenkrämpfen und Muskelkrämpfen";"Dr. Böhm";"Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica > Herz-Kreislauf > Nahrungsergänzungsmittel";0;"9.78 EUR";42%;"4.12 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/m/a/magcom_at_rgb.jpg;https://www.vamida.de/dr-bohm-magnesium-complex.html;onSale;Active
AT-P2590425-14ST;"Dr. Böhm Leistungs-Elixier Brausegranulat";"10.27 EUR";"12.80 EUR";2590425;"Aktiviert die Leistungs- fähigkeit von Körper und Geist";"Dr. Böhm";"Herz, Kreislauf & Gefäße > Nahrungsergänzung & Vitalität > Dr. Böhm > Sport & Fitness > Apomedica > Herz-Kreislauf > leistungssteigernde Mittel > Nahrungsergänzungsmittel";10;"10.27 EUR";25%;"2.53 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/l/e/leistungs_at_4c.jpg;https://www.vamida.de/dr-bohm-leistungs-elixier-brausegranulat.html;onSale;Active
AT-P2745690-30ST;"Dr. Böhm Kürbis Tabletten für die Frau 30ST";"13.30 EUR";"15.90 EUR";2745690;"Zur Stärkung der Blase von Frauen";"Dr. Böhm - Kürbis";"Niere & Blase > Für Sie & Ihn > Dr. Böhm > Apomedica > Erkältung > Frauengesundheit > Niere & blase";0;"13.30 EUR";20%;"2.60 EUR";"Dr. Böhm - Kürbis";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/k/_/k_rbisfrau_30stk_at_rgb.jpg;https://www.vamida.de/dr-bohm-kurbis-tabletten-fur-die-frau-30st.html;onSale;Active
AT-P3046824-60ST;"Dr. Böhm Isoflavon 90mg forte 60ST";"48.67 EUR";"53.90 EUR";3046824;"Pflanzliche Art die Wechseljahre beeinflussen.";"Dr. Böhm - Isoflavon";"Für Sie & Ihn > Die Frau in den Wechseljahren > Dr. Böhm > Apomedica > Frauengesundheit > Nahrungsergänzungsmittel";14;"48.67 EUR";11%;"5.23 EUR";"Dr. Böhm - Isoflavon";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/i/s/iso90mg_60stk_at_rgb.jpg;https://www.vamida.de/dr-bohm-isoflavon-90mg-forte-60st.html;onSale;Active
AT-P2702255-60ST;"Dr. Böhm Isoflavon 45mg 60ST - Packungsgröße derzeit nicht lieferbar ";"28.12 EUR";"29.80 EUR";2702255;"Pflanzliche Art die Wechseljahre beeinflussen.";"Dr. Böhm";"Für Sie & Ihn > Die Frau in den Wechseljahren > Dr. Böhm > Apomedica > Frauengesundheit > Nahrungsergänzungsmittel";0;"28.12 EUR";6%;"1.68 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/i/s/iso45mg_60stk_at_rgb.jpg;https://www.vamida.de/dr-bohm-isoflavon-45mg-60st.html;onSale;Active
AT-P3847607-30ST;"Dr. Böhm Immun complex";"12.67 EUR";"16.80 EUR";3847607;"Das Schutzschild für das Immunssytem zu jeder Jahreszeit";"Dr. Böhm";"Erkältung & Abwehr > Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica > Erkältung > Nahrungsergänzungsmittel";6;"12.67 EUR";33%;"4.13 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/z/pzn_3847607_immuncomplex.jpg;https://www.vamida.de/dr-bohm-immun-complex.html;onSale;Active
AT-P2696394-60ST;"Dr. Böhm Haut Haare Nägel";"12.75 EUR";"16.40 EUR";2696394;"Natürliche Schönheit von innen";"Dr. Böhm";"Haut, Haare & Nägel > Nahrungsergänzung & Vitalität > Dr. Böhm > Apomedica > Haut Haare & Nägel > Nahrungsergänzungsmittel";11;"12.75 EUR";29%;"3.65 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/z/pzn_2696394_haut.jpg;https://www.vamida.de/dr-bohm-haut-haare-nagel.html;onSale;Active
AT-P3378294-100ST;"Centrum von A-Zink 100ST";"31.25 EUR";"36.95 EUR";3378294;"Fit und Gesund durch den Tag";"Centrum von A-Zink";"Nahrungsergänzung & Vitalität > Centrum > Pfizer > Nahrungsergänzungsmittel";4;"31.25 EUR";18%;"5.70 EUR";"Centrum von A-Zink";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3378294-100ST-18203673.jpg;https://www.vamida.de/centrum-von-a-zink-100st.html;onSale;Active
AT-P2287394-30ST;"Dr. Böhm Kürbis superplus";"15.57 EUR";"17.90 EUR";2287394;"Zur Stärkung von Blase und der Vitalfunktion des Mannes";"Dr. Böhm";"Für Sie & Ihn > Dr. Böhm > Apomedica > Erkältung > Männergesundheit > Niere & blase";0;"15.57 EUR";15%;"2.33 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/z/pzn_2287394_k_rbis.jpg;https://www.vamida.de/dr-bohm-kurbis-superplus.html;onSale;Active
AT-P2552459-90ST;"Dr. Böhm Kürbis nur 1 Tablette täglich 90ST";"32.17 EUR";"38.90 EUR";2552459;"Positiven Wirkung auf Blase und Prostata";"Dr. Böhm";"Niere & Blase > Für Sie & Ihn > Dr. Böhm > Apomedica > Erkältung > Männergesundheit > Niere & blase";18;"32.17 EUR";21%;"6.73 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/k/_/k_rbis1x_90er_at_rgb.jpg;https://www.vamida.de/dr-bohm-kurbis-nur-1-tablette-taglich-90st.html;onSale;Active
AT-P3440159-120ST;"Dr. Böhm Gelenks complex 120ST";"36.77 EUR";"49.90 EUR";3440159;"Für Menschen mit angehenden Gelenksabnützungserscheinungen";"Dr. Böhm";"Rücken, Gelenke & Muskeln > Dr. Böhm > Sport & Fitness > Arthrose und Arthritis > Apomedica > Schmerzmittel > Nahrungsergänzungsmittel";29;"36.77 EUR";36%;"13.13 EUR";"Dr. Böhm";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/p/z/pzn_3440159_gelenks120.jpg;https://www.vamida.de/dr-bohm-gelenks-complex-120st.html;onSale;Active
AT-P1876987-250ML;"Octenisept Lösung 250ML";"7.56 EUR";"9.05 EUR";1876987;"Zuverlässige Desinfektion von Wunden, Haut und Schleimaut";Octenisept;"Haut, Haare & Nägel > Insekten- und Zeckenschutz > Schülke > Haut Haare & Nägel > Wundversorgung";4;"7.56 EUR";20%;"1.49 EUR";Octenisept;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/o/c/octenisept_antiseptic_l_sung_1.jpg;https://www.vamida.de/octenisept-losung-250ml.html;onSale;Active
AT-P1876970-50ML;"Octenisept Lösung mit Sprühkopf";"4.37 EUR";"6.55 EUR";1876970;"Zuverlässige Desinfektion von Wunden, Haut und Schleimaut";Octenisept;"Haut, Haare & Nägel > Reiseapotheke > Insekten- und Zeckenschutz > Schülke > Haut Haare & Nägel > Wundversorgung";20;"4.37 EUR";50%;"2.18 EUR";Octenisept;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1876970-50ML-18108294.jpg;https://www.vamida.de/octenisept-losung-mit-spruhkopf.html;onSale;Active
AT-P0188699-72ST;"Buerlecithin Dragees - AUFGELASSEN";"14.59 EUR";"19.70 EUR";188699;;"Buerlecithin Dragees - AUFGELASSEN";"Herz, Kreislauf & Gefäße > Buerlecithin > Geschenkideen zum Muttertag";0;"14.59 EUR";35%;"5.11 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0188699-72ST-16477369.jpg;https://www.vamida.de/buerlecithin-dragees-72st.html;onSale;"Not Active"
AT-P0008711-1000ML;"Buerlecithin flüssig 1000ML";"19.70 EUR";"29.95 EUR";8711;"Zur Stärkung der Konzentration und der Gedächtnisleistung";"Buer Lecithin";"Herz, Kreislauf & Gefäße > Buerlecithin > Geschenkideen zum Muttertag > homöopathische Mittel > Herz-Kreislauf > Nahrungsergänzungsmittel";33;"19.70 EUR";52%;"10.25 EUR";"Buer Lecithin";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0008711-1000ML-16477393.jpg;https://www.vamida.de/buerlecithin-flussig-1000ml.html;onSale;Active
AT-P2447975-100ML;"Bronchipret Tropfen - AUFGELASSEN";"8.19 EUR";"10.30 EUR";2447975;;"Bronchipret Tropfen - AUFGELASSEN";"Erkältung & Abwehr";0;"8.19 EUR";26%;"2.11 EUR";;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P2447975-100ML-18106215.jpg;https://www.vamida.de/bronchipret-tropfen-vorlaufig-nicht-lieferbar.html;onSale;"Not Active"
AT-P3540323-100ML;"Bronchipret Saft";"7.49 EUR";"10.90 EUR";3540323;"Zur raschen Hilfe bei akuter und chronischer Bronchitis";Bronchipret;"Erkältung & Abwehr > Erkältung";0;"7.49 EUR";46%;"3.41 EUR";Bronchipret;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/bionorica-bronchipret-saft-100ml-verpackung-1.jpg;https://www.vamida.de/bronchipret-saft.html;onSale;Active
AT-P3695037-40ST;"Bradosol Lutschtabletten 40ST";"3.19 EUR";"6.90 EUR";3695037;"Bewährte Hilfe bei trockenem Hals und Schluckbeschwerden";Bradosol;"Erkältung & Abwehr > Erkältung";3;"3.19 EUR";116%;"3.71 EUR";Bradosol;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3695037-40ST-18203411.jpg;https://www.vamida.de/bradosol-lutschtabletten-40st.html;onSale;Active
AT-P0195245-100ML;"Bisolvon Lösung";"8.20 EUR";"10.90 EUR";195245;"Rasche Hilfe bei Husten";Bisolvon;"Erkältung & Abwehr > Bisolvon > Erkältung > Babys und Kinder > Summer Sale 2016";2;"8.20 EUR";33%;"2.70 EUR";Bisolvon;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/b/i/bisolvon-loesung-100ml-0195245-fertig-1.jpg;https://www.vamida.de/bisolvon-losung.html;onSale;Active
AT-P3520496-30G;"Bionect Creme ";"5.24 EUR";"7.90 EUR";3520496;"Schnelle und schöne Wund- heilung mit Hyaluronsäure";"Bionect Creme";"Schmerzen & Verletzungen > Reiseapotheke > Bionect > Körperpflege > Haut Haare & Nägel > Wundversorgung";16;"5.24 EUR";51%;"2.66 EUR";"Bionect Creme";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3520496-30G-18106167.jpg;https://www.vamida.de/bionect-creme.html;onSale;Active
AT-P3459041-50ML;"Bionect Silverspray";"10.02 EUR";"11.85 EUR";3459041;"Rascher Schutz der Wunde vor Infektionen";"Bionect Silverspray";"Haut, Haare & Nägel > Schmerzen & Verletzungen > Bionect > Körperpflege > Haut Haare & Nägel > Wundversorgung";32;"10.02 EUR";18%;"1.83 EUR";"Bionect Silverspray";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3459041-50ML-18106183.jpg;https://www.vamida.de/bionect-silverspray.html;onSale;Active
AT-P0721478-100ML;"Betaisodona Lösung standardisiert 100 ml";"4.71 EUR";"6.20 EUR";721478;"Zuverlässige und rasche Desinfektion von Wunden";"Betaisodona Lösung";"Schmerzen & Verletzungen > Reiseapotheke > Betaisodona > Insekten- und Zeckenschutz > Körperpflege > Haut Haare & Nägel > Wundversorgung";7;"4.71 EUR";32%;"1.49 EUR";"Betaisodona Lösung";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0721478-100ML-17167852.jpg;https://www.vamida.de/betaisodona-losung-standardisiert-100ml.html;onSale;Active
AT-P0198338-250G;"Betaisodona Wund-Gel im Tiegel";"18.93 EUR";"25.75 EUR";198338;"Zuverlässige und rasche Desinfektion von Wunden.";Betaisodona;"Schmerzen & Verletzungen > Betaisodona > Sport & Fitness > Abverkauf > Haut Haare & Nägel > Wundversorgung";0;"18.93 EUR";36%;"6.82 EUR";Betaisodona;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0198338-250G-18203224.jpg;https://www.vamida.de/betaisodona-wund-gel-im-tiegel.html;onSale;Active
AT-P1144876-250G;"Betaisodona Wund-Gel 250G - Packungsgröße AUFGELASSEN";"22.00 EUR";"25.75 EUR";1144876;"Zuverlässige und rasche Desinfektion von Wunden.";Betaisodona;"Schmerzen & Verletzungen > Betaisodona > Haut Haare & Nägel > Wundversorgung";0;"22.00 EUR";17%;"3.75 EUR";Betaisodona;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1144876-250G-18203279.jpg;https://www.vamida.de/betaisodona-wund-gel-250g.html;onSale;Active
AT-P1144853-90G;"Betaisodona Wund-Gel 90G - AUFGELASSEN!";"8.98 EUR";"13.00 EUR";1144853;"Zuverlässige und rasche Desinfektion von Wunden.";Betaisodona;"Schmerzen & Verletzungen > Betaisodona > Haut Haare & Nägel > Wundversorgung";0;"8.98 EUR";45%;"4.02 EUR";Betaisodona;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1144853-90G-17167873.jpg;https://www.vamida.de/betaisodona-wund-gel-90g.html;onSale;"Not Active"
AT-P0545308-120ML;"Betaisodona Flüssigseife 120ML";"7.41 EUR";"9.90 EUR";545308;"Zuverlässige Desinfektion der Hände und der Haut.";Betaisodona;"Haut, Haare & Nägel > Kosmetik & Pflegeprodukte > Reiseapotheke > Betaisodona > Kosmetik > Körperpflege > Haut Haare & Nägel > Wundversorgung > Summer Sale 2016";1;"7.41 EUR";34%;"2.49 EUR";Betaisodona;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P0545308-120ML-17092826.jpg;https://www.vamida.de/betaisodona-flussigseife-120ml.html;onSale;Active
AT-P1293406-3G;"Batrafen Antimykotischer Nagellack";"22.98 EUR";"32.80 EUR";1293406;"Problemlose und diskrete Behandlung von Nagelpilz";Batrafen;"Haut, Haare & Nägel > Körperpflege > Haut Haare & Nägel";0;"22.98 EUR";43%;"9.82 EUR";Batrafen;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P1293406-3G-18203040.jpg;https://www.vamida.de/batrafen-antimykotischer-nagellack-3g.html;onSale;Active
AT-P3763448-40ST;"Baldrian Nacht - Dragees";"8.29 EUR";"12.20 EUR";3763448;"Hilfe bei Einschlafstörungen und Durchschlafstörungen";"Baldrian Nacht";"Beruhigung, Schlaf & Nerven > Körperpflege > Entspannung > Schlaf > homöopathische Mittel";12;"8.29 EUR";47%;"3.91 EUR";"Baldrian Nacht";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3763448-40ST-18283529.jpg;https://www.vamida.de/baldrian-nacht-dragees.html;onSale;Active
AT-P3848185-50ML;"Audispray Adult";"9.44 EUR";"11.75 EUR";3848185;"Natürliche Ohrhygiene und Schutz für Ihr Ohr";"Audispray Adult";"Erkältung & Abwehr > Augen & Ohren > Erkältung > Ohren > für den Haushalt";0;"9.44 EUR";24%;"2.31 EUR";"Audispray Adult";https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3625870-50ML-18105887.jpg;https://www.vamida.de/audispray-adult.html;onSale;Active
AT-P3036932-120ST;"Arthrobene plus Gelenkskapseln 120ST";"45.43 EUR";"49.90 EUR";3036932;"Natürlicher Schutz für Knochen, Knorpel und Bindegewebe";Arthrobene;"Rücken, Gelenke & Muskeln > Nahrungsergänzung & Vitalität > Arthrobene > Natural Products & Drugs > Arthrose und Arthritis > Schmerzmittel > Nahrungsergänzungsmittel";0;"45.43 EUR";10%;"4.47 EUR";Arthrobene;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/a/r/arthrobene_kurpackung_1000px.jpg;https://www.vamida.de/arthrobene-plus-gelenkskapseln-120st.html;onSale;Active
AT-P3766091-14ST;"Antra 20mg - 14ST - Packungsgröße zurzeit nicht lieferbar ";"14.04 EUR";"17.15 EUR";3766091;"Die schnelle Hilfe bei Refluxbeschwerden, Sodbrennen";Antra;"Magen & Darm > Bayer > Verdauung";0;"14.04 EUR";22%;"3.11 EUR";Antra;https://www.vamida.at/media/catalog/product/cache/0/image/400x365/9df78eab33525d08d6e5fb8d27136e95/A/T/AT-P3766091-14ST-16476649.jpg;https://www.vamida.de/antra-20mg-14st.html;onSale;Active
